OFFICIAL ELECTION RESULTS
Bucks
Precinct,Contest Name,Candidate Name,Votes,Voter Turnout
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","NICK BORDNER","73","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","CYNDIE BOWMAN","57","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","1","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","0","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","16","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","DEBORAH L. DONEKER","87","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","0","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","JENNIFER ESPOSITO","93","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","2","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","TARA M. KOLARIS","82","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","0","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP WEST 3 JUDGE OF ELECTIONS (Dem)","Write-in","6","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP WEST 3 JUDGE OF ELECTIONS (Rep)","Write-in","12","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP WEST 3 INSPECTOR OF ELECTIONS (Dem)","Write-in","6","18.81%"
"Lower Southampton Twp West #3","LOWER SOUTHAMPTON TOWNSHIP WEST 3 INSPECTOR OF ELECTIONS (Rep)","Write-in","12","18.81%"
"Lower Southampton Twp West #4","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","57","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","58","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","22","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","60","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","55","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","25","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","53","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","52","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","48","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","45","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","14","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","14","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","5","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","5","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","60","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","52","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","47","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","42","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","29","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","19","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","18","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","12","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","DISTRICT ATTORNEY (Dem)","JOE KHAN","54","17.35%"
"Lower Southampton Twp West #4","DISTRICT ATTORNEY (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","72","17.35%"
"Lower Southampton Twp West #4","DISTRICT ATTORNEY (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","SHERIFF (Dem)","DANIEL LEO CEISLER","57","17.35%"
"Lower Southampton Twp West #4","SHERIFF (Dem)","Write-in","2","17.35%"
"Lower Southampton Twp West #4","SHERIFF (Rep)","FRED HARRAN","76","17.35%"
"Lower Southampton Twp West #4","SHERIFF (Rep)","Write-in","3","17.35%"
"Lower Southampton Twp West #4","PROTHONOTARY (Dem)","DONNA PETRECCO","56","17.35%"
"Lower Southampton Twp West #4","PROTHONOTARY (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","75","17.35%"
"Lower Southampton Twp West #4","PROTHONOTARY (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","56","17.35%"
"Lower Southampton Twp West #4","RECORDER OF DEEDS (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","75","17.35%"
"Lower Southampton Twp West #4","RECORDER OF DEEDS (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","57","17.35%"
"Lower Southampton Twp West #4","COUNTY CONTROLLER (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","75","17.35%"
"Lower Southampton Twp West #4","COUNTY CONTROLLER (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","MAGISTERIAL DISTRICT JUDGE 07-1-07 (Dem)","DANIEL BARANOSKI","57","17.35%"
"Lower Southampton Twp West #4","MAGISTERIAL DISTRICT JUDGE 07-1-07 (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","MAGISTERIAL DISTRICT JUDGE 07-1-07- R (Rep)","DANIEL BARANOSKI","70","17.35%"
"Lower Southampton Twp West #4","MAGISTERIAL DISTRICT JUDGE 07-1-07- R (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","BRIAN SUCEVIC","34","17.35%"
"Lower Southampton Twp West #4","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","ERIN BROSIOUS","29","17.35%"
"Lower Southampton Twp West #4","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR  (Rep)","ERIN BROSIOUS","75","17.35%"
"Lower Southampton Twp West #4","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR  (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JANE SOBIESKI","50","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","ANTHONY GIANNONE","35","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","CYNDIE BOWMAN","58","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","NICK BORDNER","54","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","3","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","9","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","DEBORAH L. DONEKER","76","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","JENNIFER ESPOSITO","55","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","0","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","TARA M. KOLARIS","66","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","1","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP WEST 4 JUDGE OF ELECTIONS (Dem)","Write-in","3","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP WEST 4 JUDGE OF ELECTIONS (Rep)","Write-in","8","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP WEST 4 INSPECTOR OF ELECTIONS (Dem)","Write-in","6","17.35%"
"Lower Southampton Twp West #4","LOWER SOUTHAMPTON TOWNSHIP WEST 4 INSPECTOR OF ELECTIONS (Rep)","Write-in","19","17.35%"
"Lower Southampton Twp West #5","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","75","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","49","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","17","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","72","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","48","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","17","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","65","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","64","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","56","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","54","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","25","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","12","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","10","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","8","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","46","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","44","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","44","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","29","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","18","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","13","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","12","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","11","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","DISTRICT ATTORNEY (Dem)","JOE KHAN","70","22.80%"
"Lower Southampton Twp West #5","DISTRICT ATTORNEY (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","DISTRICT ATTORNEY (Rep)","JENNIFER SCHORN","58","22.80%"
"Lower Southampton Twp West #5","DISTRICT ATTORNEY (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","SHERIFF (Dem)","DANIEL LEO CEISLER","75","22.80%"
"Lower Southampton Twp West #5","SHERIFF (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","SHERIFF (Rep)","FRED HARRAN","70","22.80%"
"Lower Southampton Twp West #5","SHERIFF (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","PROTHONOTARY (Dem)","DONNA PETRECCO","75","22.80%"
"Lower Southampton Twp West #5","PROTHONOTARY (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","PROTHONOTARY (Rep)","COLEEN CHRISTIAN","65","22.80%"
"Lower Southampton Twp West #5","PROTHONOTARY (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","RECORDER OF DEEDS (Dem)","ROBIN ROBINSON","73","22.80%"
"Lower Southampton Twp West #5","RECORDER OF DEEDS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","RECORDER OF DEEDS (Rep)","DAN MCPHILLIPS","66","22.80%"
"Lower Southampton Twp West #5","RECORDER OF DEEDS (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","COUNTY CONTROLLER (Dem)","NEALE DOUGHERTY","73","22.80%"
"Lower Southampton Twp West #5","COUNTY CONTROLLER (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","COUNTY CONTROLLER (Rep)","PAMELA VAN BLUNK","67","22.80%"
"Lower Southampton Twp West #5","COUNTY CONTROLLER (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","MAGISTERIAL DISTRICT JUDGE 07-1-07 (Dem)","DANIEL BARANOSKI","73","22.80%"
"Lower Southampton Twp West #5","MAGISTERIAL DISTRICT JUDGE 07-1-07 (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","MAGISTERIAL DISTRICT JUDGE 07-1-07- R (Rep)","DANIEL BARANOSKI","56","22.80%"
"Lower Southampton Twp West #5","MAGISTERIAL DISTRICT JUDGE 07-1-07- R (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","BRIAN SUCEVIC","51","22.80%"
"Lower Southampton Twp West #5","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","ERIN BROSIOUS","25","22.80%"
"Lower Southampton Twp West #5","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR  (Rep)","ERIN BROSIOUS","64","22.80%"
"Lower Southampton Twp West #5","NESHAMINY SCHOOL DIRECTOR REGION 1 - 4 YEAR  (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","JANE SOBIESKI","72","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","ANTHONY GIANNONE","59","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","NICK BORDNER","51","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","CYNDIE BOWMAN","49","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP SUPERVISOR - 6 YEAR (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Dem)","Write-in","13","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","DEBORAH L. DONEKER","66","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP TAX COLLECTOR - 4 YEAR (Rep)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","JENNIFER ESPOSITO","76","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","TARA M. KOLARIS","56","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP AUDITOR - 6 YEAR (Rep)","Write-in","1","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP WEST 5 JUDGE OF ELECTIONS (Dem)","TIMOTHY MURPHY","66","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP WEST 5 JUDGE OF ELECTIONS (Dem)","Write-in","0","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP WEST 5 JUDGE OF ELECTIONS (Rep)","Write-in","7","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP WEST 5 INSPECTOR OF ELECTIONS (Dem)","Write-in","4","22.80%"
"Lower Southampton Twp West #5","LOWER SOUTHAMPTON TOWNSHIP WEST 5 INSPECTOR OF ELECTIONS (Rep)","Write-in","10","22.80%"
"Lower Southampton Twp West #6","JUDGE OF THE SUPERIOR COURT (Dem)","BRANDON NEUMAN","108","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE SUPERIOR COURT (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE SUPERIOR COURT (Rep)","ANN MARIE WHEATCRAFT","69","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE SUPERIOR COURT (Rep)","MARIA BATTISTA","32","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE SUPERIOR COURT (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COMMONWEALTH COURT (Dem)","STELLA TSAI","113","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COMMONWEALTH COURT (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COMMONWEALTH COURT (Rep)","MATT WOLFORD","62","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COMMONWEALTH COURT (Rep)","JOSH PRINCE","33","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COMMONWEALTH COURT (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","AMY FITZPATRICK","97","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","LINDA BOBRIN","93","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","DAWN DIDONATO BURKE","77","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","TIFFANY THOMAS-SMITH","76","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","JOSEPH PIZZO","40","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GRACE DEON","26","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","GARY GAMBARDELLA","15","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","CHELSEY CROCKER JACKMAN","12","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Dem)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","JOSEPH PIZZO","90","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GRACE DEON","80","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","CHELSEY CROCKER JACKMAN","68","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","COLIN MONAHAN","60","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","AMY FITZPATRICK","29","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","GARY GAMBARDELLA","24","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","LINDA BOBRIN","16","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","DAWN DIDONATO BURKE","12","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","JUDGE OF THE COURT OF COMMON PLEAS (Rep)","Write-in","0","19.74%"
"Lower Southampton Twp West #6","DISTRICT ATTORNEY (Dem)","JOE KHAN","107","19.74%"
"Lower Southampton Twp West #6","DISTRICT ATTORNEY (Dem)","Write-in","0","19.74%"
