precinctid,municipality_district,Contest Name,contest_base,contest_party,Candidate Name,Votes
04021-1,Bristol Borough East 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,142
04021-1,Bristol Borough East 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,121
04021-1,Bristol Borough East 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,135
04021-1,Bristol Borough East 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,24
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,89
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,86
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,81
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,56
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,81
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,98
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,44
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,125
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,117
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,97
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,120
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,93
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,90
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,93
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,97
04022-1,Bristol Borough East 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,4
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,40
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,42
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,44
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,29
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,41
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,40
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,20
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,53
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,52
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,48
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,55
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,35
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,43
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,39
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,41
04031-1,Bristol Borough West 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,1
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,78
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,67
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,59
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,36
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,60
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,58
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,30
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,87
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,87
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,67
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,86
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,56
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,67
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,68
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,64
04032-1,Bristol Borough West 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,5
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,43
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,46
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,37
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,38
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,44
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,41
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,20
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,67
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,60
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,49
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,63
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,37
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,45
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,50
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,52
04033-1,Bristol Borough West 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,6
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,36
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,35
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,30
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,26
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,32
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,44
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,19
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,45
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,46
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,39
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,52
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,37
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,32
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,41
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,42
04041-1,Bristol Borough South 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,1
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,53
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,57
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,59
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,46
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,59
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,55
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,27
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,86
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,65
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,63
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,90
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,49
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,68
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,56
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,63
04042-1,Bristol Borough South 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,2
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,20
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,21
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,18
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,10
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,19
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,24
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,13
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,34
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,29
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,22
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,33
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,20
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,28
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,17
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,25
04043-1,Bristol Borough South 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,0
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,85
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,73
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,62
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,47
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,74
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,73
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,45
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,124
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,101
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,80
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,112
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,71
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,83
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,89
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,95
05011-1,Bristol Twp. 1 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,5
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,29
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,25
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,24
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,17
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,22
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,30
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,9
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,39
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,33
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,31
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,34
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,31
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,28
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,32
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,35
05012-1,Bristol Twp. 1 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,0
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,79
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,72
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,75
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,59
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,67
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,74
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,32
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,96
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,83
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,76
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,90
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,73
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,50
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,83
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,90
05013-1,Bristol Twp. 1 - 3,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,0
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,79
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Eleanor Breslin,87
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Emily Goble Smith,82
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Ijaz Manzoor Chaudhry,57
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Jessica J. Malobisky,82
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,John B. Lewis,85
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Kyle Esposito,35
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Leann Hart,127
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Liz Warren,111
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Marlene Katz,93
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Nastasha Raisley,124
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Paul Robert Roden,66
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Seema Kazmi,88
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Steve Wojciechowski,99
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Umar Farooq,95
05021-1,Bristol Twp. 2 - 1,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Write-in,9
05022-1,Bristol Twp. 2 - 2,DEMOCRATIC STATE COMMITTEE (Dem),DEMOCRATIC STATE COMMITTEE,Dem,Connor O'Hanlon,42
